fileName,dissection,fishID,Position,diameter,base,height,length,fishLength,PoLA,orientation,MaxBend,cycle1MaxIndex,cycle1MaxLoad,cycle1Work,cycle2MaxIndex,cycle2MaxLoad,cycle2Work,cycle3MaxIndex,cycle3MaxLoad,cycle3Work,cycle4MaxIndex,cycle4MaxLoad,cycle4Work,cycle5MaxIndex,cycle5MaxLoad,cycle5Work
./SturgeonColumnBendingLateral_combined_Specimen 33.csv,column,2401-06,Position 4,,0.955,1.91,4,36.9,5,Lateral,10,453,0.741733909,1.389477904,450,0.68058449,1.37402734,448,0.626776695,1.363609142,446,0.593784451,1.353296894,447,0.586207271,1.358416639
./SturgeonColumnBendingLateral_combined_Specimen 34.csv,column,2401-06,Position 5,,0.823,1.47,4,36.9,5,Lateral,10,453,0.513305008,0.869706395,447,0.479718447,0.847548019,446,0.442644209,0.84389515,447,0.423749208,0.847548019,441,0.411238283,0.825476598
./SturgeonColumnBendingLateral_combined_Specimen 35.csv,column,2401-06,Position 6,,0.823,1.47,4,36.9,5,Lateral,10,448,0.354730338,0.553130454,447,0.330636024,0.550403374,449,0.316937774,0.555845686,443,0.293245673,0.539807162,436,0.297632277,0.521287882
./SturgeonColumnBendingLateral_combined_Specimen 36.csv,column,2401-06,Position 7,,0.632,0.915,4,36.9,5,Lateral,10,449,0.272277713,0.546159088,452,0.247378394,0.551296214,447,0.249222204,0.542557161,444,0.252762824,0.53744891,441,0.250864625,0.532238928
./SturgeonColumnBendingLateral_combined_Specimen 37.csv,column,2401-07,Position 1,,0.802,1.613,4,40.4,5,Lateral,10,448,0.727451205,1.807686103,450,0.65363735,1.815756007,448,0.633188963,1.807686103,445,0.591567457,1.795487026,445,0.578200161,1.795487026
./SturgeonColumnBendingLateral_combined_Specimen 38.csv,column,2401-07,Position 2,,0.802,1.613,4,40.4,5,Lateral,10,451,0.689338326,1.212598483,452,0.601996779,1.217529775,450,0.567109287,1.207624707,447,0.542484283,1.193126237,443,0.532454431,1.173770363
./SturgeonColumnBendingLateral_combined_Specimen 39.csv,column,2401-07,Position 3,,0.767,1.436,4,40.4,5,Lateral,10,450,0.886755109,1.747511724,455,0.788797557,1.776751051,455,0.755354404,1.776751051,453,0.726981401,1.765140964,445,0.704393983,1.718092302
./SturgeonColumnBendingLateral_combined_Specimen 40.csv,column,2401-07,Position 4,,0.767,1.436,4,40.4,5,Lateral,10,454,0.806680202,1.754292511,454,0.717837691,1.754292511,453,0.66533941,1.749297414,448,0.647156,1.724169608,447,0.621718228,1.719214357
./SturgeonColumnBendingLateral_combined_Specimen 41.csv,column,2401-07,Position 5,,0.758,1.377,4,40.4,5,Lateral,10,459,0.530050457,0.988245768,455,0.47657755,0.973968545,450,0.458055228,0.956430174,443,0.43635872,0.932374896,447,0.419689834,0.946062008
./SturgeonColumnBendingLateral_combined_Specimen 42.csv,column,2401-07,Position 6,,0.758,1.377,4,40.4,5,Lateral,10,452,0.308022529,0.609868559,447,0.282031447,0.60010677,447,0.270485431,0.60010677,447,0.263107479,0.60010677,445,0.244326875,0.596125163
./SturgeonColumnBendingLateral_combined_Specimen 43.csv,column,2401-07,Position 7,,0.668,1.08,4,40.4,5,Lateral,10,455,0.707700789,1.306086381,451,0.626755595,1.286362984,451,0.586123586,1.286362984,448,0.578854561,1.271367672,445,0.545321703,1.256334444
./SturgeonColumnBendingLateral_combined_Specimen 44.csv,column,2401-08,Position 1,,0.789,2.228,4,40.2,5,Lateral,10,452,1.740686536,3.472107244,454,1.517689943,3.494707303,452,1.409810662,3.472107244,448,1.370703101,3.425727004,445,1.296759367,3.391080427
./SturgeonColumnBendingLateral_combined_Specimen 45.csv,column,2401-08,Position 2,,0.789,2.228,4,40.2,5,Lateral,10,450,1.336300373,2.166294876,454,1.190389633,2.205184422,449,1.111687422,2.156253648,448,1.065109968,2.146218462,445,1.041248679,2.115864737
./SturgeonColumnBendingLateral_combined_Specimen 46.csv,column,2401-08,Position 3,,0.934,1.907,4,40.2,5,Lateral,10,449,1.265943289,2.456587963,448,1.119401455,2.447935572,446,1.061094642,2.430655455,443,0.986109257,2.404826962,445,0.964627743,2.422040368
./SturgeonColumnBendingLateral_combined_Specimen 47.csv,column,2401-08,Position 4,,0.934,1.907,4,40.2,5,Lateral,10,454,0.704114854,1.219897001,456,0.63803947,1.229972984,453,0.611720324,1.21483279,446,0.573656678,1.179790028,446,0.549798429,1.179790028
./SturgeonColumnBendingLateral_combined_Specimen 48.csv,column,2401-08,Position 5,,0.833,1.452,4,40.2,5,Lateral,10,438,0.420944303,0.700334557,435,0.377350777,0.69099011,444,0.378060549,0.718721673,444,0.381036311,0.718721673,442,0.359440893,0.712742171
./SturgeonColumnBendingLateral_combined_Specimen 49.csv,column,2401-08,Position 6,,0.833,1.452,4,40.2,5,Lateral,10,450,0.443982929,0.89394155,453,0.394371033,0.902499633,446,0.378504902,0.882523632,440,0.373689055,0.865308203,440,0.360546649,0.865308203
./SturgeonColumnBendingLateral_combined_Specimen 50.csv,column,2401-08,Position 7,,0.611,0.916,4,40.2,5,Lateral,10,450,0.545984387,1.180600936,454,0.499352872,1.193973136,451,0.474358946,1.184006467,448,0.451061577,1.173720357,446,0.449991435,1.167092693
./SturgeonColumnBendingLateral_combined_Specimen 51.csv,column,2401-08,Position 8,,0.611,0.916,4,40.2,5,Lateral,10,449,0.312518299,0.588153424,448,0.29860428,0.585998201,451,0.292048573,0.592421625,444,0.282245308,0.577619622,441,0.285560191,0.571284256
./SturgeonColumnBendingLateral_combined_Specimen 52.csv,column,2401-09,Position 1,,0.907,2.099,4,39.9,5,Lateral,10,448,1.093993187,2.32011523,450,0.993228197,2.334033599,444,0.917915881,2.292123702,444,0.885835409,2.292123702,444,0.863444805,2.292123702
./SturgeonColumnBendingLateral_combined_Specimen 53.csv,column,2401-09,Position 2,,0.907,2.099,4,39.9,5,Lateral,10,459,0.794563711,1.591148615,455,0.718313456,1.57041662,450,0.666975737,1.54475945,449,0.647907853,1.539589267,444,0.639896989,1.514748478
./SturgeonColumnBendingLateral_combined_Specimen 54.csv,column,2401-09,Position 3,,0.803,1.821,4,39.9,5,Lateral,10,455,0.715920031,1.586860248,457,0.640017986,1.595495107,451,0.610119879,1.569522522,449,0.58346796,1.560905087,445,0.576829314,1.543863115
./SturgeonColumnBendingLateral_combined_Specimen 55.csv,column,2401-09,Position 4,,0.803,1.821,4,39.9,5,Lateral,10,455,0.968634307,1.793366795,452,0.867570817,1.773205948,451,0.827514946,1.766445023,451,0.798871458,1.766445023,447,0.784593403,1.73916839
./SturgeonColumnBendingLateral_combined_Specimen 56.csv,column,2401-09,Position 5,,0.789,1.182,4,39.9,5,Lateral,10,455,0.463039577,0.850413612,455,0.425566345,0.850413612,453,0.410064667,0.843976985,449,0.396607548,0.831096224,447,0.394365847,0.824808459
./SturgeonColumnBendingLateral_combined_Specimen 57.csv,column,2401-09,Position 6,,0.789,1.182,4,39.9,5,Lateral,10,455,0.407484621,0.76488849,448,0.389406353,0.74553444,450,0.355961353,0.75105098,443,0.35302189,0.731762454,439,0.348506063,0.72066362
./SturgeonColumnBendingLateral_combined_Specimen 58.csv,column,2401-09,Position 7,,0.697,1.091,4,39.9,5,Lateral,10,457,0.720410407,1.399189687,452,0.670498192,1.375190535,453,0.632778525,1.380044937,450,0.602953076,1.36541247,445,0.582190692,1.341160625
./SturgeonColumnBendingLateral_combined_Specimen 59.csv,column,2401-10,Position 1,,0.911,2.275,4,41.5,5,Lateral,10,451,1.600564599,3.528605598,450,1.391577005,3.518667309,449,1.2870363,3.508710051,445,1.215866566,3.468735436,443,1.166522622,3.448890847
./SturgeonColumnBendingLateral_combined_Specimen 60.csv,column,2401-10,Position 2,,0.911,2.275,4,41.5,5,Lateral,10,453,1.369582176,2.692574596,453,1.206726789,2.692574596,449,1.127798557,2.655725722,446,1.091908336,2.628294499,444,1.066833138,2.609955772
./SturgeonColumnBendingLateral_combined_Specimen 61.csv,column,2401-10,Position 3,,0.84,2.017,4,41.5,5,Lateral,10,448,0.978905857,2.170653115,444,0.896402597,2.146846661,444,0.837443411,2.146846661,447,0.808546305,2.16459111,442,0.775124788,2.135057156
./SturgeonColumnBendingLateral_combined_Specimen 62.csv,column,2401-10,Position 4,,0.84,2.017,4,41.5,5,Lateral,10,450,0.858005345,1.948514205,451,0.774046242,1.95369748,450,0.729766965,1.948514205,449,0.703391731,1.943322909,446,0.658800483,1.928166319
./SturgeonColumnBendingLateral_combined_Specimen 63.csv,column,2401-10,Position 5,,0.855,1.763,4,41.5,5,Lateral,10,449,0.66072762,1.356165051,451,0.588766038,1.364786972,449,0.568738401,1.356165051,441,0.554573953,1.321493314,440,0.53376174,1.317209207
./SturgeonColumnBendingLateral_combined_Specimen 64.csv,column,2401-10,Position 6,,0.855,1.763,4,41.5,5,Lateral,10,456,0.607814789,1.314785681,453,0.559081316,1.303586186,451,0.526225388,1.296063208,444,0.510527849,1.269456053,443,0.491368681,1.265811331
./SturgeonColumnBendingLateral_combined_Specimen 65.csv,column,2401-10,Position 7,,0.814,1.286,4,41.5,5,Lateral,10,453,0.682693899,1.272661674,455,0.620291173,1.282070447,451,0.58008182,1.263222154,450,0.569741666,1.258543611,443,0.568482161,1.225136797
